variable_num,value,translation
W6028,40B,Assisting or Promoting Prostitution
W6028,40C,Purchasing Prostitution
W6028,120,Robbery
W6028,11A,Rape
W6028,11B,Sodomy
W6028,11C,Sexual Assault With An Object
W6028,11D,Fondling (Indecent Liberties/Child Molesting)
W6028,36A,Incest
W6028,36B,Statutory Rape
W6028,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6028,520,Weapon Law Violations
W6029,200,Arson
W6029,13A,Aggravated Assault
W6029,13B,Simple Assault
W6029,13C,Intimidation
W6029,510,Bribery
W6029,220,Burglary/Breaking and Entering
W6029,250,Counterfeiting/Forgery
W6029,290,Destruction/Damage/Vandalism of Property
W6029,35A,Drug/Narcotic Violations
W6029,35B,Drug Equipment Violations
W6029,270,Embezzlement
W6029,210,Extortion/Blackmail
W6029,26A,False Pretenses/Swindle/Confidence Game
W6029,26B,Credit Card/Automatic Teller Machine Fraud
W6029,26C,Impersonation
W6029,26D,Welfare Fraud
W6029,26E,Wire Fraud
W6029,39A,Betting/Wagering
W6029,39B,Operating/Promoting/Assisting Gambling
W6029,39C,Gambling Equipment Violations
W6029,39D,Sports Tampering
W6029,09A,Murder/Nonnegligent Manslaughter
W6029,09B,Negligent Manslaughter
W6029,09C,Justifiable Homicide
W6029,64A,Human Trafficking - Commercial Sex Acts
W6029,64B,Human Trafficking - Involuntary Servitude
W6029,100,Kidnaping/Abduction
W6029,23A,Pocket-picking
W6029,23B,Purse-snatching
W6029,23C,Shoplifting
W6029,23D,Theft From Building
W6029,23E,Theft From Coin-Operated Machine or Device
W6029,23F,Theft From Motor Vehicle
W6029,23G,Theft of Motor Vehicle Parts/Accessories
W6029,23H,All Other Larceny
W6029,240,Motor Vehicle Theft
W6029,370,Pornography/Obscene Material
W6029,40A,Prostitution
W6029,40B,Assisting or Promoting Prostitution
W6029,40C,Purchasing Prostitution
W6029,120,Robbery
W6029,11A,Rape
W6029,11B,Sodomy
W6029,11C,Sexual Assault With An Object
W6029,11D,Fondling (Indecent Liberties/Child Molesting)
W6029,36A,Incest
W6029,36B,Statutory Rape
W6029,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6029,520,Weapon Law Violations
W6030,200,Arson
W6030,13A,Aggravated Assault
W6030,13B,Simple Assault
W6030,13C,Intimidation
W6030,510,Bribery
W6030,220,Burglary/Breaking and Entering
W6030,250,Counterfeiting/Forgery
W6030,290,Destruction/Damage/Vandalism of Property
W6030,35A,Drug/Narcotic Violations
W6030,35B,Drug Equipment Violations
W6030,270,Embezzlement
W6030,210,Extortion/Blackmail
W6030,26A,False Pretenses/Swindle/Confidence Game
W6030,26B,Credit Card/Automatic Teller Machine Fraud
W6030,26C,Impersonation
W6030,26D,Welfare Fraud
W6030,26E,Wire Fraud
W6030,39A,Betting/Wagering
W6030,39B,Operating/Promoting/Assisting Gambling
W6030,39C,Gambling Equipment Violations
W6030,39D,Sports Tampering
W6030,09A,Murder/Nonnegligent Manslaughter
W6030,09B,Negligent Manslaughter
W6030,09C,Justifiable Homicide
W6030,64A,Human Trafficking - Commercial Sex Acts
W6030,64B,Human Trafficking - Involuntary Servitude
W6030,100,Kidnaping/Abduction
W6030,23A,Pocket-picking
W6030,23B,Purse-snatching
W6030,23C,Shoplifting
W6030,23D,Theft From Building
W6030,23E,Theft From Coin-Operated Machine or Device
W6030,23F,Theft From Motor Vehicle
W6030,23G,Theft of Motor Vehicle Parts/Accessories
W6030,23H,All Other Larceny
W6030,240,Motor Vehicle Theft
W6030,370,Pornography/Obscene Material
W6030,40A,Prostitution
W6030,40B,Assisting or Promoting Prostitution
W6030,40C,Purchasing Prostitution
W6030,120,Robbery
W6030,11A,Rape
W6030,11B,Sodomy
W6030,11C,Sexual Assault With An Object
W6030,11D,Fondling (Indecent Liberties/Child Molesting)
W6030,36A,Incest
W6030,36B,Statutory Rape
W6030,280,"Stolen Property Offenses (Receiving, Selling, Etc.)"
W6030,520,Weapon Law Violations
